"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.242085310E1,-2.070984542E-1,9.799467087E0,-3.687070608E-1
1.243085210E1,-2.202665508E-1,9.801861763E0,-3.711012602E-1
1.244085110E1,-2.238578647E-1,9.803058624E0,-3.711012602E-1
1.245088810E1,-2.130839527E-1,9.800664902E0,-3.699041605E-1
1.246087010E1,-2.178723514E-1,9.798270226E0,-3.675099611E-1
1.247096710E1,-2.238578647E-1,9.807847023E0,-3.663128614E-1
1.248100010E1,-2.202665508E-1,9.805453300E0,-3.627215624E-1
1.249111310E1,-2.142810524E-1,9.799467087E0,-3.711012602E-1
1.250147010E1,-2.214636505E-1,9.795876503E0,-3.651157618E-1
1.251082410E1,-2.130839527E-1,9.801861763E0,-3.627215624E-1
1.252085710E1,-2.118868530E-1,9.798270226E0,-3.543418646E-1
1.253097210E1,-2.059013397E-1,9.805453300E0,-3.579331636E-1
1.254130410E1,-2.035071403E-1,9.798270226E0,-3.639186621E-1
1.255108110E1,-2.202665508E-1,9.798270226E0,-3.687070608E-1
1.256085910E1,-2.226607651E-1,9.805453300E0,-3.758896589E-1
1.257093210E1,-2.250549644E-1,9.809044838E0,-3.830722570E-1
1.258085610E1,-2.298433632E-1,9.797073364E0,-3.878606856E-1
1.259224410E1,-2.370259613E-1,9.804255486E0,-4.010287821E-1
1.260087610E1,-2.358288616E-1,9.807847023E0,-3.974374831E-1
1.261091110E1,-2.406172752E-1,9.798270226E0,-3.986345828E-1
1.262086510E1,-2.430114746E-1,9.797073364E0,-3.926490843E-1
1.263093110E1,-2.226607651E-1,9.804255486E0,-3.818751574E-1
1.264084510E1,-2.202665508E-1,9.803058624E0,-3.794809580E-1
1.265097410E1,-2.094926536E-1,9.809044838E0,-3.687070608E-1
1.266095810E1,-2.118868530E-1,9.800664902E0,-3.663128614E-1
1.267094010E1,-2.082955539E-1,9.804255486E0,-3.603273630E-1
1.268094910E1,-2.011129409E-1,9.799467087E0,-3.615244627E-1
1.269103110E1,-2.154781520E-1,9.798270226E0,-3.615244627E-1
1.270099110E1,-2.178723514E-1,9.792284966E0,-3.675099611E-1
1.271090310E1,-2.226607651E-1,9.805453300E0,-3.734954596E-1
1.272084110E1,-2.370259613E-1,9.800664902E0,-3.866635859E-1
1.273095010E1,-2.477998734E-1,9.798270226E0,-3.902548850E-1
1.274152010E1,-2.334346622E-1,9.793481827E0,-4.022258818E-1
1.275101310E1,-2.394201756E-1,9.801861763E0,-3.962403834E-1
1.276095610E1,-2.310404629E-1,9.807847023E0,-3.878606856E-1
1.277098310E1,-2.274491638E-1,9.795876503E0,-3.818751574E-1
1.278120810E1,-2.154781520E-1,9.791088104E0,-3.687070608E-1
1.279141510E1,-2.023100406E-1,9.799467087E0,-3.531447649E-1
1.280088710E1,-1.879448295E-1,9.803058624E0,-3.399766386E-1
1.281089210E1,-1.747767180E-1,9.799467087E0,-3.363853395E-1
1.282088010E1,-1.807622313E-1,9.803058624E0,-3.327940404E-1
1.283106310E1,-1.939303428E-1,9.805453300E0,-3.507505357E-1
1.284089410E1,-2.047042400E-1,9.804255486E0,-3.447650373E-1
1.285093410E1,-2.262520641E-1,9.804255486E0,-3.603273630E-1
1.286106710E1,-2.430114746E-1,9.803058624E0,-3.890577853E-1
1.287084310E1,-2.358288616E-1,9.794678688E0,-3.842693865E-1
1.288088110E1,-2.418143749E-1,9.807847023E0,-3.854664862E-1
1.289105810E1,-2.394201756E-1,9.800664902E0,-3.854664862E-1
1.290105710E1,-2.298433632E-1,9.800664902E0,-3.878606856E-1
1.291101610E1,-2.394201756E-1,9.800664902E0,-3.890577853E-1
1.292090310E1,-2.310404629E-1,9.805453300E0,-3.818751574E-1
1.293130410E1,-2.226607651E-1,9.803058624E0,-3.914519846E-1
1.294117310E1,-2.082955539E-1,9.803058624E0,-3.794809580E-1
1.295118610E1,-2.130839527E-1,9.804255486E0,-3.854664862E-1
1.296099110E1,-2.106897533E-1,9.797073364E0,-3.842693865E-1
1.297117710E1,-2.094926536E-1,9.805453300E0,-3.746925592E-1
1.298100410E1,-2.142810524E-1,9.805453300E0,-3.734954596E-1
1.299086410E1,-2.130839527E-1,9.805453300E0,-3.734954596E-1
1.300132610E1,-2.166752517E-1,9.805453300E0,-3.830722570E-1
1.301092410E1,-2.250549644E-1,9.804255486E0,-3.902548850E-1
1.302085410E1,-2.334346622E-1,9.809044838E0,-3.782838583E-1
1.303092310E1,-2.382230759E-1,9.805453300E0,-3.890577853E-1
1.304121110E1,-2.382230759E-1,9.801861763E0,-3.782838583E-1
1.305086110E1,-2.322375625E-1,9.795876503E0,-3.818751574E-1
1.306088210E1,-2.298433632E-1,9.803058624E0,-3.758896589E-1
1.307088110E1,-2.274491638E-1,9.804255486E0,-3.830722570E-1
1.308089710E1,-2.214636505E-1,9.799467087E0,-3.675099611E-1
1.309109910E1,-2.238578647E-1,9.805453300E0,-3.675099611E-1
1.310088810E1,-2.118868530E-1,9.803058624E0,-3.687070608E-1
1.311129410E1,-2.106897533E-1,9.810241699E0,-3.687070608E-1
1.312089410E1,-2.059013397E-1,9.801861763E0,-3.615244627E-1
1.313084410E1,-2.059013397E-1,9.792284966E0,-3.639186621E-1
1.314085710E1,-2.118868530E-1,9.805453300E0,-3.639186621E-1
1.315104010E1,-2.118868530E-1,9.803058624E0,-3.746925592E-1
1.316170210E1,-2.106897533E-1,9.803058624E0,-3.699041605E-1
1.317085910E1,-2.142810524E-1,9.800664902E0,-3.699041605E-1
1.318117210E1,-2.178723514E-1,9.800664902E0,-3.722983599E-1
1.319086310E1,-2.250549644E-1,9.792284966E0,-3.699041605E-1
1.320090910E1,-2.274491638E-1,9.798270226E0,-3.746925592E-1
1.321084410E1,-2.226607651E-1,9.803058624E0,-3.663128614E-1
1.322086610E1,-2.298433632E-1,9.797073364E0,-3.687070608E-1
1.323095510E1,-2.238578647E-1,9.801861763E0,-3.711012602E-1
1.324091110E1,-2.286462635E-1,9.800664902E0,-3.639186621E-1
1.325089810E1,-2.094926536E-1,9.801861763E0,-3.746925592E-1
1.326315610E1,-2.178723514E-1,9.794678688E0,-3.711012602E-1
1.328098810E1,-2.202665508E-1,9.806650162E0,-3.878606856E-1
1.329090510E1,-2.130839527E-1,9.801861763E0,-3.890577853E-1
1.330092510E1,-2.262520641E-1,9.810241699E0,-3.938461840E-1
1.331091110E1,-2.214636505E-1,9.798270226E0,-4.058171809E-1
1.332084310E1,-2.322375625E-1,9.798270226E0,-4.034229815E-1
1.333097410E1,-2.334346622E-1,9.801861763E0,-3.866635859E-1
1.334105710E1,-2.286462635E-1,9.806650162E0,-3.914519846E-1
1.335085610E1,-2.142810524E-1,9.807847023E0,-3.926490843E-1
1.336098110E1,-2.262520641E-1,9.793481827E0,-3.794809580E-1
1.337095010E1,-2.166752517E-1,9.805453300E0,-3.806780577E-1
1.338087110E1,-2.070984542E-1,9.810241699E0,-3.734954596E-1
1.339085410E1,-2.094926536E-1,9.809044838E0,-3.627215624E-1
1.340106010E1,-2.130839527E-1,9.804255486E0,-3.758896589E-1
1.341120810E1,-2.166752517E-1,9.801861763E0,-3.663128614E-1
1.342094110E1,-2.142810524E-1,9.806650162E0,-3.699041605E-1
1.343099410E1,-2.250549644E-1,9.794678688E0,-3.722983599E-1
1.344093710E1,-2.190694511E-1,9.801861763E0,-3.711012602E-1
1.345089510E1,-2.178723514E-1,9.797073364E0,-3.746925592E-1
1.346094810E1,-2.286462635E-1,9.803058624E0,-3.734954596E-1
1.347104210E1,-2.286462635E-1,9.800664902E0,-3.794809580E-1
1.348098910E1,-2.178723514E-1,9.797073364E0,-3.734954596E-1
1.349100410E1,-2.130839527E-1,9.806650162E0,-3.699041605E-1
1.350120710E1,-2.154781520E-1,9.799467087E0,-3.818751574E-1
1.351429210E1,-2.082955539E-1,9.799467087E0,-3.687070608E-1
1.353093710E1,-2.190694511E-1,9.806650162E0,-3.639186621E-1
1.354090610E1,-2.154781520E-1,9.801861763E0,-3.591302633E-1
1.355097410E1,-2.262520641E-1,9.800664902E0,-3.734954596E-1
1.356106810E1,-2.238578647E-1,9.789890289E0,-3.746925592E-1
1.357084610E1,-2.310404629E-1,9.795876503E0,-3.722983599E-1
1.358090010E1,-2.238578647E-1,9.801861763E0,-3.746925592E-1
1.359093710E1,-2.346317619E-1,9.792284966E0,-3.830722570E-1
1.360117110E1,-2.298433632E-1,9.797073364E0,-3.818751574E-1
1.361110510E1,-2.322375625E-1,9.804255486E0,-3.854664862E-1
1.362088110E1,-2.298433632E-1,9.792284966E0,-3.842693865E-1
1.363091010E1,-2.286462635E-1,9.805453300E0,-3.914519846E-1
1.364093110E1,-2.154781520E-1,9.806650162E0,-3.890577853E-1
1.365102910E1,-2.262520641E-1,9.805453300E0,-3.878606856E-1
1.366234110E1,-2.202665508E-1,9.798270226E0,-3.806780577E-1
1.367088410E1,-2.059013397E-1,9.803058624E0,-3.806780577E-1
1.368096910E1,-2.035071403E-1,9.805453300E0,-3.794809580E-1
1.369086910E1,-2.035071403E-1,9.800664902E0,-3.782838583E-1
1.370089010E1,-2.118868530E-1,9.805453300E0,-3.722983599E-1
1.371121310E1,-2.082955539E-1,9.791088104E0,-3.758896589E-1
1.372091310E1,-2.226607651E-1,9.804255486E0,-3.770867586E-1
1.373087310E1,-2.226607651E-1,9.804255486E0,-3.770867586E-1
1.374114410E1,-2.286462635E-1,9.803058624E0,-3.770867586E-1
1.375094010E1,-2.382230759E-1,9.804255486E0,-3.854664862E-1
1.376167710E1,-2.370259613E-1,9.798270226E0,-3.902548850E-1
1.377090210E1,-2.358288616E-1,9.800664902E0,-3.806780577E-1
1.378084810E1,-2.250549644E-1,9.803058624E0,-3.722983599E-1
1.379111910E1,-2.214636505E-1,9.794678688E0,-3.639186621E-1
1.380099310E1,-2.142810524E-1,9.799467087E0,-3.711012602E-1
1.381156110E1,-2.070984542E-1,9.799467087E0,-3.555389643E-1
1.382087110E1,-2.059013397E-1,9.803058624E0,-3.591302633E-1
1.383085910E1,-1.999158412E-1,9.797073364E0,-3.579331636E-1
1.384087110E1,-2.011129409E-1,9.798270226E0,-3.687070608E-1
1.385087410E1,-2.070984542E-1,9.805453300E0,-3.734954596E-1
1.386087710E1,-2.106897533E-1,9.801861763E0,-3.699041605E-1
1.387079310E1,-2.178723514E-1,9.801861763E0,-3.734954596E-1
1.388091110E1,-2.274491638E-1,9.800664902E0,-3.687070608E-1
1.389118710E1,-2.310404629E-1,9.793481827E0,-3.770867586E-1
1.390087210E1,-2.346317619E-1,9.803058624E0,-3.758896589E-1
1.391088610E1,-2.310404629E-1,9.805453300E0,-3.746925592E-1
1.392102910E1,-2.394201756E-1,9.789890289E0,-3.902548850E-1
1.393094110E1,-2.358288616E-1,9.806650162E0,-3.878606856E-1
1.394108010E1,-2.346317619E-1,9.801861763E0,-3.878606856E-1
1.395093910E1,-2.262520641E-1,9.799467087E0,-3.842693865E-1
1.396104010E1,-2.262520641E-1,9.800664902E0,-3.890577853E-1
1.397086010E1,-2.298433632E-1,9.799467087E0,-3.890577853E-1
1.398093110E1,-2.130839527E-1,9.799467087E0,-3.926490843E-1
1.399094710E1,-2.142810524E-1,9.795876503E0,-3.914519846E-1
1.400086410E1,-2.106897533E-1,9.801861763E0,-3.866635859E-1
1.401097910E1,-2.142810524E-1,9.804255486E0,-3.878606856E-1
1.402088510E1,-2.118868530E-1,9.801861763E0,-3.770867586E-1
1.403118910E1,-2.130839527E-1,9.801861763E0,-3.758896589E-1
1.404087810E1,-2.118868530E-1,9.809044838E0,-3.782838583E-1
1.405089410E1,-2.154781520E-1,9.801861763E0,-3.711012602E-1
1.406094210E1,-2.106897533E-1,9.804255486E0,-3.806780577E-1
1.407111910E1,-2.226607651E-1,9.810241699E0,-3.722983599E-1
1.408112910E1,-2.250549644E-1,9.801861763E0,-3.758896589E-1
1.409084410E1,-2.226607651E-1,9.800664902E0,-3.842693865E-1
1.410089510E1,-2.298433632E-1,9.786299706E0,-3.794809580E-1
1.411099610E1,-2.238578647E-1,9.811438560E0,-3.722983599E-1
1.412084610E1,-2.226607651E-1,9.803058624E0,-3.663128614E-1
1.413095310E1,-2.226607651E-1,9.805453300E0,-3.675099611E-1
1.414103710E1,-2.070984542E-1,9.799467087E0,-3.603273630E-1
1.415093710E1,-2.070984542E-1,9.797073364E0,-3.651157618E-1
1.416088610E1,-2.070984542E-1,9.800664902E0,-3.651157618E-1
1.417086810E1,-2.118868530E-1,9.793481827E0,-3.639186621E-1
1.418091410E1,-2.082955539E-1,9.797073364E0,-3.663128614E-1
1.419105110E1,-2.154781520E-1,9.798270226E0,-3.722983599E-1
1.420088110E1,-2.130839527E-1,9.794678688E0,-3.746925592E-1
1.421086810E1,-2.250549644E-1,9.799467087E0,-3.734954596E-1
1.422087210E1,-2.250549644E-1,9.807847023E0,-3.734954596E-1
1.423087210E1,-2.274491638E-1,9.800664902E0,-3.722983599E-1
1.424119010E1,-2.178723514E-1,9.801861763E0,-3.687070608E-1
1.425103810E1,-2.214636505E-1,9.807847023E0,-3.770867586E-1
1.426135810E1,-2.226607651E-1,9.810241699E0,-3.854664862E-1
1.427088410E1,-2.310404629E-1,9.798270226E0,-3.830722570E-1
1.428091610E1,-2.286462635E-1,9.810241699E0,-3.890577853E-1
1.429088310E1,-2.250549644E-1,9.798270226E0,-3.950432837E-1
1.430093710E1,-2.382230759E-1,9.805453300E0,-3.974374831E-1
1.431090710E1,-2.310404629E-1,9.806650162E0,-4.022258818E-1
1.432090610E1,-2.334346622E-1,9.800664902E0,-4.010287821E-1
1.433093310E1,-2.214636505E-1,9.795876503E0,-4.010287821E-1
1.434126710E1,-2.142810524E-1,9.810241699E0,-3.842693865E-1
1.435100410E1,-2.023100406E-1,9.801861763E0,-3.842693865E-1
1.436088310E1,-2.070984542E-1,9.800664902E0,-3.806780577E-1
1.437082610E1,-2.047042400E-1,9.800664902E0,-3.734954596E-1
1.438096010E1,-2.130839527E-1,9.805453300E0,-3.734954596E-1
1.439093810E1,-2.226607651E-1,9.795876503E0,-3.734954596E-1
1.440092510E1,-2.214636505E-1,9.799467087E0,-3.806780577E-1
1.441088110E1,-2.214636505E-1,9.804255486E0,-3.663128614E-1
1.442086310E1,-2.190694511E-1,9.795876503E0,-3.722983599E-1
1.443169410E1,-2.226607651E-1,9.793481827E0,-3.722983599E-1
1.444099110E1,-2.202665508E-1,9.799467087E0,-3.770867586E-1
1.445086710E1,-2.274491638E-1,9.801861763E0,-3.651157618E-1
1.446116410E1,-2.214636505E-1,9.799467087E0,-3.651157618E-1
1.447092810E1,-2.142810524E-1,9.807847023E0,-3.711012602E-1
1.448097510E1,-2.142810524E-1,9.803058624E0,-3.591302633E-1
1.449099210E1,-2.142810524E-1,9.805453300E0,-3.639186621E-1
1.450092210E1,-2.070984542E-1,9.804255486E0,-3.639186621E-1
1.451171310E1,-2.154781520E-1,9.804255486E0,-3.734954596E-1
1.452089210E1,-2.154781520E-1,9.804255486E0,-3.734954596E-1
1.453104210E1,-2.082955539E-1,9.801861763E0,-3.615244627E-1
1.454088510E1,-2.202665508E-1,9.806650162E0,-3.699041605E-1
1.455083110E1,-2.190694511E-1,9.801861763E0,-3.711012602E-1
1.456088310E1,-2.118868530E-1,9.801861763E0,-3.794809580E-1
1.457092810E1,-2.178723514E-1,9.794678688E0,-3.902548850E-1
1.458088710E1,-2.322375625E-1,9.805453300E0,-3.914519846E-1
1.459087310E1,-2.346317619E-1,9.804255486E0,-4.094084799E-1
1.460092610E1,-2.262520641E-1,9.805453300E0,-3.938461840E-1
1.461099010E1,-2.346317619E-1,9.805453300E0,-4.058171809E-1
1.462093410E1,-2.286462635E-1,9.809044838E0,-3.986345828E-1
1.463091210E1,-2.238578647E-1,9.798270226E0,-4.022258818E-1
1.464094310E1,-2.154781520E-1,9.811438560E0,-3.794809580E-1
1.465091610E1,-2.142810524E-1,9.801861763E0,-3.794809580E-1
1.466120410E1,-2.154781520E-1,9.805453300E0,-3.734954596E-1
1.467082310E1,-2.106897533E-1,9.807847023E0,-3.627215624E-1
1.468097510E1,-2.082955539E-1,9.799467087E0,-3.579331636E-1
1.469101710E1,-2.118868530E-1,9.797073364E0,-3.722983599E-1
1.470093310E1,-2.118868530E-1,9.800664902E0,-3.711012602E-1
1.471083510E1,-2.202665508E-1,9.804255486E0,-3.734954596E-1
1.472087310E1,-2.334346622E-1,9.798270226E0,-3.699041605E-1
1.473086210E1,-2.226607651E-1,9.799467087E0,-3.734954596E-1
1.474087010E1,-2.250549644E-1,9.798270226E0,-3.758896589E-1
1.475086810E1,-2.310404629E-1,9.798270226E0,-3.734954596E-1
1.476119810E1,-2.202665508E-1,9.795876503E0,-3.711012602E-1
1.477081910E1,-2.238578647E-1,9.806650162E0,-3.758896589E-1
1.478139410E1,-2.226607651E-1,9.792284966E0,-3.758896589E-1
1.479092810E1,-2.130839527E-1,9.803058624E0,-3.639186621E-1
1.480090710E1,-2.154781520E-1,9.800664902E0,-3.663128614E-1
1.481100410E1,-2.047042400E-1,9.801861763E0,-3.639186621E-1
1.482106710E1,-2.178723514E-1,9.795876503E0,-3.519476354E-1
1.483096410E1,-2.166752517E-1,9.798270226E0,-3.555389643E-1
1.484099110E1,-2.178723514E-1,9.797073364E0,-3.675099611E-1
1.485105310E1,-2.214636505E-1,9.797073364E0,-3.627215624E-1
1.486089610E1,-2.310404629E-1,9.801861763E0,-3.722983599E-1
1.487092210E1,-2.238578647E-1,9.803058624E0,-3.782838583E-1
1.488117810E1,-2.214636505E-1,9.805453300E0,-3.818751574E-1
1.489110410E1,-2.310404629E-1,9.797073364E0,-3.854664862E-1
1.490105510E1,-2.286462635E-1,9.795876503E0,-4.010287821E-1
1.491115510E1,-2.334346622E-1,9.795876503E0,-4.010287821E-1
1.492092410E1,-2.346317619E-1,9.795876503E0,-3.998316824E-1
1.493093610E1,-2.262520641E-1,9.813833237E0,-3.998316824E-1
1.494092110E1,-2.298433632E-1,9.805453300E0,-4.022258818E-1
1.495094810E1,-2.130839527E-1,9.797073364E0,-3.926490843E-1
1.496097810E1,-2.130839527E-1,9.804255486E0,-3.842693865E-1
1.497087310E1,-2.142810524E-1,9.803058624E0,-3.818751574E-1
1.498095510E1,-2.070984542E-1,9.806650162E0,-3.758896589E-1
1.499098010E1,-2.070984542E-1,9.800664902E0,-3.711012602E-1
1.500136010E1,-2.178723514E-1,9.805453300E0,-3.687070608E-1
1.501116410E1,-2.178723514E-1,9.799467087E0,-3.615244627E-1
1.502087810E1,-2.154781520E-1,9.801861763E0,-3.603273630E-1
1.503110310E1,-2.214636505E-1,9.798270226E0,-3.639186621E-1
1.504089910E1,-2.250549644E-1,9.806650162E0,-3.699041605E-1
1.505097110E1,-2.214636505E-1,9.798270226E0,-3.663128614E-1
1.506103710E1,-2.214636505E-1,9.797073364E0,-3.675099611E-1
1.507089110E1,-2.274491638E-1,9.800664902E0,-3.734954596E-1
1.508109310E1,-2.238578647E-1,9.798270226E0,-3.794809580E-1
1.509099810E1,-2.310404629E-1,9.799467087E0,-3.866635859E-1
1.510096510E1,-2.250549644E-1,9.806650162E0,-3.818751574E-1
1.511100010E1,-2.154781520E-1,9.797073364E0,-3.746925592E-1
1.512090210E1,-2.154781520E-1,9.806650162E0,-3.699041605E-1
1.513090710E1,-2.130839527E-1,9.801861763E0,-3.711012602E-1
1.514092210E1,-2.106897533E-1,9.798270226E0,-3.603273630E-1
1.515082110E1,-2.082955539E-1,9.799467087E0,-3.651157618E-1
1.516130310E1,-2.154781520E-1,9.810241699E0,-3.615244627E-1
1.517090310E1,-2.059013397E-1,9.801861763E0,-3.711012602E-1
1.518100110E1,-2.178723514E-1,9.803058624E0,-3.663128614E-1
1.519091110E1,-2.214636505E-1,9.806650162E0,-3.842693865E-1
1.520091210E1,-2.274491638E-1,9.805453300E0,-3.794809580E-1
1.521160510E1,-2.238578647E-1,9.810241699E0,-3.998316824E-1
1.522101910E1,-2.298433632E-1,9.803058624E0,-3.998316824E-1
1.523088110E1,-2.442085743E-1,9.809044838E0,-4.010287821E-1
1.524156210E1,-2.418143749E-1,9.800664902E0,-4.022258818E-1
1.525092210E1,-2.346317619E-1,9.795876503E0,-3.986345828E-1
1.526485410E1,-2.226607651E-1,9.806650162E0,-4.034229815E-1
1.528091010E1,-2.166752517E-1,9.801861763E0,-3.914519846E-1
1.529085610E1,-2.190694511E-1,9.807847023E0,-3.758896589E-1
1.530100010E1,-2.035071403E-1,9.801861763E0,-3.746925592E-1
1.531097910E1,-2.118868530E-1,9.797073364E0,-3.675099611E-1
1.532086910E1,-2.059013397E-1,9.800664902E0,-3.734954596E-1
1.533091810E1,-2.047042400E-1,9.804255486E0,-3.651157618E-1
1.534091710E1,-2.154781520E-1,9.804255486E0,-3.687070608E-1
1.535092610E1,-2.106897533E-1,9.803058624E0,-3.663128614E-1
1.536087710E1,-2.130839527E-1,9.806650162E0,-3.711012602E-1
1.537085810E1,-2.190694511E-1,9.792284966E0,-3.734954596E-1
1.538090510E1,-2.250549644E-1,9.794678688E0,-3.734954596E-1
1.539088110E1,-2.286462635E-1,9.803058624E0,-3.711012602E-1
1.540088410E1,-2.250549644E-1,9.798270226E0,-3.711012602E-1
1.541089910E1,-2.154781520E-1,9.801861763E0,-3.699041605E-1
1.542090410E1,-2.166752517E-1,9.800664902E0,-3.699041605E-1
1.543101610E1,-2.178723514E-1,9.806650162E0,-3.699041605E-1
1.544106110E1,-2.154781520E-1,9.799467087E0,-3.579331636E-1
1.545107010E1,-2.059013397E-1,9.795876503E0,-3.579331636E-1
1.546116010E1,-2.023100406E-1,9.799467087E0,-3.687070608E-1
1.547082510E1,-2.059013397E-1,9.794678688E0,-3.627215624E-1
1.548093310E1,-2.142810524E-1,9.803058624E0,-3.711012602E-1
1.549089510E1,-2.106897533E-1,9.803058624E0,-3.615244627E-1
1.550094510E1,-2.310404629E-1,9.809044838E0,-3.758896589E-1
1.551092810E1,-2.346317619E-1,9.805453300E0,-3.950432837E-1
1.552140210E1,-2.322375625E-1,9.797073364E0,-3.938461840E-1
1.553125110E1,-2.370259613E-1,9.805453300E0,-4.010287821E-1
1.554099610E1,-2.382230759E-1,9.801861763E0,-4.058171809E-1
1.555084310E1,-2.442085743E-1,9.800664902E0,-4.094084799E-1
1.556120010E1,-2.418143749E-1,9.800664902E0,-4.022258818E-1
1.557097810E1,-2.334346622E-1,9.807847023E0,-4.046200812E-1
1.558090010E1,-2.154781520E-1,9.809044838E0,-3.962403834E-1
1.559091410E1,-2.047042400E-1,9.800664902E0,-3.770867586E-1
1.560091510E1,-2.070984542E-1,9.807847023E0,-3.770867586E-1
1.561093610E1,-2.035071403E-1,9.800664902E0,-3.531447649E-1
1.562087310E1,-2.082955539E-1,9.797073364E0,-3.615244627E-1
1.563091710E1,-2.035071403E-1,9.798270226E0,-3.615244627E-1
1.564086710E1,-2.047042400E-1,9.798270226E0,-3.615244627E-1
1.565108210E1,-2.118868530E-1,9.801861763E0,-3.687070608E-1
1.566085710E1,-2.142810524E-1,9.803058624E0,-3.699041605E-1
1.567134810E1,-2.250549644E-1,9.798270226E0,-3.699041605E-1
1.568091410E1,-2.358288616E-1,9.803058624E0,-3.746925592E-1
1.569092610E1,-2.394201756E-1,9.801861763E0,-3.794809580E-1
1.570096010E1,-2.382230759E-1,9.804255486E0,-3.902548850E-1
1.571205010E1,-2.322375625E-1,9.803058624E0,-3.914519846E-1
1.572088410E1,-2.382230759E-1,9.794678688E0,-3.770867586E-1
1.573093310E1,-2.226607651E-1,9.805453300E0,-3.770867586E-1
1.574096910E1,-2.047042400E-1,9.795876503E0,-3.699041605E-1
1.575086510E1,-2.035071403E-1,9.799467087E0,-3.507505357E-1
1.576085810E1,-1.951274425E-1,9.800664902E0,-3.651157618E-1
1.577091010E1,-1.951274425E-1,9.803058624E0,-3.531447649E-1
1.578093810E1,-2.047042400E-1,9.799467087E0,-3.399766386E-1
1.579095810E1,-2.059013397E-1,9.794678688E0,-3.651157618E-1
1.580093910E1,-2.082955539E-1,9.797073364E0,-3.758896589E-1
1.581092910E1,-2.238578647E-1,9.800664902E0,-3.711012602E-1
1.582091410E1,-2.418143749E-1,9.800664902E0,-3.878606856E-1
1.583088210E1,-2.442085743E-1,9.795876503E0,-3.986345828E-1
1.584120710E1,-2.442085743E-1,9.795876503E0,-3.962403834E-1
1.585090710E1,-2.537853718E-1,9.799467087E0,-4.106055796E-1
1.586089210E1,-2.442085743E-1,9.803058624E0,-4.118026793E-1
1.587118610E1,-2.322375625E-1,9.810241699E0,-4.022258818E-1
1.588111210E1,-2.322375625E-1,9.799467087E0,-3.890577853E-1
1.589099310E1,-2.166752517E-1,9.807847023E0,-3.950432837E-1
1.590093010E1,-2.094926536E-1,9.806650162E0,-3.794809580E-1
1.591089310E1,-2.154781520E-1,9.799467087E0,-3.782838583E-1
1.592115410E1,-2.035071403E-1,9.804255486E0,-3.651157618E-1
1.593087210E1,-1.963245422E-1,9.801861763E0,-3.758896589E-1
1.594115510E1,-2.106897533E-1,9.792284966E0,-3.782838583E-1
1.595094210E1,-2.178723514E-1,9.803058624E0,-3.794809580E-1
1.596148010E1,-2.250549644E-1,9.806650162E0,-3.782838583E-1
1.597087610E1,-2.322375625E-1,9.806650162E0,-3.734954596E-1
1.598119810E1,-2.358288616E-1,9.810241699E0,-3.734954596E-1
1.599091510E1,-2.346317619E-1,9.799467087E0,-3.818751574E-1
1.600477910E1,-2.322375625E-1,9.806650162E0,-3.734954596E-1
1.602086110E1,-2.274491638E-1,9.798270226E0,-3.663128614E-1
1.603103810E1,-2.166752517E-1,9.806650162E0,-3.651157618E-1
1.604088610E1,-2.118868530E-1,9.801861763E0,-3.627215624E-1
1.605083110E1,-2.047042400E-1,9.800664902E0,-3.531447649E-1
1.606095710E1,-1.927332431E-1,9.805453300E0,-3.567360640E-1
1.607109810E1,-1.975216419E-1,9.803058624E0,-3.579331636E-1
1.608175610E1,-2.106897533E-1,9.797073364E0,-3.770867586E-1
1.609095710E1,-2.130839527E-1,9.799467087E0,-3.770867586E-1
1.610091410E1,-2.142810524E-1,9.804255486E0,-3.758896589E-1
1.611127910E1,-2.298433632E-1,9.806650162E0,-3.770867586E-1
1.612104710E1,-2.394201756E-1,9.801861763E0,-3.914519846E-1
1.613092610E1,-2.310404629E-1,9.805453300E0,-3.830722570E-1
1.614091610E1,-2.358288616E-1,9.805453300E0,-3.818751574E-1
1.615097610E1,-2.394201756E-1,9.803058624E0,-3.818751574E-1
1.616099810E1,-2.274491638E-1,9.794678688E0,-3.902548850E-1
1.617123510E1,-2.262520641E-1,9.803058624E0,-3.866635859E-1
1.618088110E1,-2.178723514E-1,9.803058624E0,-3.830722570E-1
1.619088210E1,-2.130839527E-1,9.799467087E0,-3.866635859E-1
1.620089110E1,-2.154781520E-1,9.800664902E0,-3.890577853E-1
1.621103210E1,-2.298433632E-1,9.803058624E0,-3.866635859E-1
1.622151710E1,-2.250549644E-1,9.805453300E0,-3.878606856E-1
1.623107310E1,-2.154781520E-1,9.801861763E0,-3.974374831E-1
1.624095710E1,-2.202665508E-1,9.806650162E0,-3.842693865E-1
1.625093410E1,-2.214636505E-1,9.795876503E0,-3.806780577E-1
1.626112610E1,-2.214636505E-1,9.801861763E0,-3.818751574E-1
1.627085210E1,-2.310404629E-1,9.798270226E0,-3.746925592E-1
1.628114110E1,-2.142810524E-1,9.799467087E0,-3.615244627E-1
1.629095110E1,-2.011129409E-1,9.800664902E0,-3.639186621E-1
1.630099110E1,-2.130839527E-1,9.798270226E0,-3.543418646E-1
1.631094710E1,-2.070984542E-1,9.798270226E0,-3.567360640E-1
1.632095510E1,-2.094926536E-1,9.799467087E0,-3.531447649E-1
