"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.572283403E1,-2.382230759E-1,5.267243832E-2,9.585186958E0
1.573275802E1,-2.406172752E-1,5.865794048E-2,9.569623947E0
1.574292202E1,-2.382230759E-1,5.985504389E-2,9.578003883E0
1.575291402E1,-2.430114746E-1,5.267243832E-2,9.570821762E0
1.576280302E1,-2.394201756E-1,5.746084079E-2,9.579200745E0
1.577283302E1,-2.418143749E-1,5.626374111E-2,9.570821762E0
1.578280902E1,-2.334346622E-1,5.027823523E-2,9.572018623E0
1.579298902E1,-2.370259613E-1,6.105214357E-2,9.570821762E0
1.580282903E1,-2.394201756E-1,6.344634295E-2,9.581595421E0
1.581316002E1,-2.346317619E-1,5.386953801E-2,9.580398560E0
1.582305103E1,-2.406172752E-1,5.746084079E-2,9.574412346E0
1.583286502E1,-2.394201756E-1,6.105214357E-2,9.573215485E0
1.584284903E1,-2.370259613E-1,5.865794048E-2,9.568427086E0
1.585291602E1,-2.418143749E-1,6.464344263E-2,9.580398560E0
1.586282703E1,-2.334346622E-1,5.746084079E-2,9.578003883E0
1.587287802E1,-2.370259613E-1,5.985504389E-2,9.573215485E0
1.588364603E1,-2.334346622E-1,5.746084079E-2,9.576807022E0
1.589286802E1,-2.394201756E-1,5.985504389E-2,9.579200745E0
1.590295802E1,-2.370259613E-1,6.584054977E-2,9.582792282E0
1.591286603E1,-2.358288616E-1,5.506663769E-2,9.569623947E0
1.592280403E1,-2.346317619E-1,5.746084079E-2,9.587580681E0
1.593283602E1,-2.382230759E-1,6.224924326E-2,9.578003883E0
1.594281303E1,-2.430114746E-1,6.823474914E-2,9.582792282E0
1.595280702E1,-2.442085743E-1,5.865794048E-2,9.568427086E0
1.596273203E1,-2.406172752E-1,5.746084079E-2,9.579200745E0
1.597284103E1,-2.334346622E-1,5.746084079E-2,9.580398560E0
1.598279003E1,-2.358288616E-1,5.506663769E-2,9.583989143E0
1.599287803E1,-2.346317619E-1,5.267243832E-2,9.573215485E0
1.600280703E1,-2.477998734E-1,6.105214357E-2,9.574412346E0
1.601274303E1,-2.310404629E-1,6.584054977E-2,9.578003883E0
1.602282202E1,-2.406172752E-1,5.865794048E-2,9.576807022E0
1.603286002E1,-2.442085743E-1,5.506663769E-2,9.574412346E0
1.604294603E1,-2.466027737E-1,6.464344263E-2,9.576807022E0
1.605283003E1,-2.406172752E-1,5.865794048E-2,9.582792282E0
1.606299202E1,-2.406172752E-1,6.943184882E-2,9.575610161E0
1.607289902E1,-2.322375625E-1,5.267243832E-2,9.583989143E0
1.608280503E1,-2.334346622E-1,5.985504389E-2,9.576807022E0
1.609287102E1,-2.370259613E-1,6.584054977E-2,9.578003883E0
1.610301002E1,-2.358288616E-1,6.344634295E-2,9.580398560E0
1.611292202E1,-2.358288616E-1,6.344634295E-2,9.578003883E0
1.612279203E1,-2.430114746E-1,5.746084079E-2,9.573215485E0
1.613293602E1,-2.394201756E-1,6.224924326E-2,9.585186958E0
1.614293403E1,-2.466027737E-1,5.985504389E-2,9.574412346E0
1.615295402E1,-2.418143749E-1,5.626374111E-2,9.569623947E0
1.616277602E1,-2.322375625E-1,6.105214357E-2,9.579200745E0
1.617275402E1,-2.418143749E-1,5.506663769E-2,9.579200745E0
1.618276002E1,-2.394201756E-1,6.105214357E-2,9.576807022E0
1.619285902E1,-2.406172752E-1,4.908113554E-2,9.579200745E0
1.620322203E1,-2.322375625E-1,6.584054977E-2,9.579200745E0
1.621274202E1,-2.454056740E-1,5.746084079E-2,9.581595421E0
1.622279602E1,-2.370259613E-1,5.746084079E-2,9.570821762E0
1.623284403E1,-2.370259613E-1,5.985504389E-2,9.568427086E0
1.624322102E1,-2.310404629E-1,6.105214357E-2,9.579200745E0
1.625330803E1,-2.394201756E-1,5.985504389E-2,9.567230225E0
1.626277403E1,-2.370259613E-1,5.267243832E-2,9.581595421E0
1.627288502E1,-2.394201756E-1,6.943184882E-2,9.575610161E0
1.628284202E1,-2.346317619E-1,6.105214357E-2,9.572018623E0
1.629291503E1,-2.454056740E-1,5.985504389E-2,9.573215485E0
1.630329802E1,-2.394201756E-1,6.105214357E-2,9.582792282E0
1.631291302E1,-2.346317619E-1,5.746084079E-2,9.575610161E0
1.632287203E1,-2.430114746E-1,5.985504389E-2,9.585186958E0
1.633287102E1,-2.382230759E-1,5.506663769E-2,9.574412346E0
1.634274202E1,-2.501940727E-1,7.422025502E-2,9.581595421E0
1.635291302E1,-2.274491638E-1,6.224924326E-2,9.570821762E0
1.636279602E1,-2.525882721E-1,6.464344263E-2,9.581595421E0
1.637284202E1,-2.346317619E-1,5.626374111E-2,9.578003883E0
1.638303603E1,-2.406172752E-1,6.464344263E-2,9.570821762E0
1.639286902E1,-2.286462635E-1,4.548983276E-2,9.585186958E0
1.640279202E1,-2.418143749E-1,6.823474914E-2,9.576807022E0
1.641285803E1,-2.442085743E-1,5.865794048E-2,9.585186958E0
1.642304202E1,-2.406172752E-1,6.703764945E-2,9.574412346E0
1.643289502E1,-2.418143749E-1,5.147533491E-2,9.586383820E0
1.644301303E1,-2.406172752E-1,7.062894851E-2,9.582792282E0
1.645284503E1,-2.310404629E-1,6.464344263E-2,9.579200745E0
1.646279302E1,-2.430114746E-1,5.746084079E-2,9.581595421E0
1.647321903E1,-2.334346622E-1,7.062894851E-2,9.574412346E0
1.648290902E1,-2.442085743E-1,5.865794048E-2,9.582792282E0
1.649283802E1,-2.322375625E-1,6.224924326E-2,9.583989143E0
1.650283103E1,-2.489969730E-1,5.865794048E-2,9.583989143E0
1.651284402E1,-2.418143749E-1,5.985504389E-2,9.568427086E0
1.652330503E1,-2.442085743E-1,5.506663769E-2,9.572018623E0
1.653287302E1,-2.466027737E-1,6.464344263E-2,9.578003883E0
1.654278502E1,-2.442085743E-1,5.865794048E-2,9.574412346E0
1.655289002E1,-2.430114746E-1,5.865794048E-2,9.575610161E0
1.656287602E1,-2.382230759E-1,5.506663769E-2,9.575610161E0
1.657286803E1,-2.346317619E-1,5.865794048E-2,9.578003883E0
1.658284502E1,-2.370259613E-1,5.386953801E-2,9.572018623E0
1.659283502E1,-2.358288616E-1,6.703764945E-2,9.572018623E0
1.660281102E1,-2.418143749E-1,6.464344263E-2,9.578003883E0
1.661301202E1,-2.501940727E-1,6.703764945E-2,9.574412346E0
1.662277602E1,-2.370259613E-1,5.865794048E-2,9.576807022E0
1.663292002E1,-2.406172752E-1,5.506663769E-2,9.576807022E0
1.664296602E1,-2.442085743E-1,6.224924326E-2,9.574412346E0
1.665284102E1,-2.430114746E-1,6.823474914E-2,9.566033363E0
1.666277102E1,-2.418143749E-1,5.626374111E-2,9.580398560E0
1.667284802E1,-2.346317619E-1,5.626374111E-2,9.576807022E0
1.668285802E1,-2.394201756E-1,6.344634295E-2,9.586383820E0
1.669285302E1,-2.322375625E-1,5.626374111E-2,9.573215485E0
1.670296502E1,-2.442085743E-1,5.746084079E-2,9.582792282E0
1.671289502E1,-2.418143749E-1,5.506663769E-2,9.580398560E0
1.672292203E1,-2.346317619E-1,5.865794048E-2,9.575610161E0
1.673286002E1,-2.394201756E-1,6.105214357E-2,9.579200745E0
1.674288902E1,-2.394201756E-1,6.224924326E-2,9.578003883E0
1.675300902E1,-2.382230759E-1,5.985504389E-2,9.586383820E0
1.676310302E1,-2.382230759E-1,5.865794048E-2,9.581595421E0
1.677275503E1,-2.358288616E-1,5.626374111E-2,9.580398560E0
1.678304003E1,-2.382230759E-1,5.865794048E-2,9.576807022E0
1.679285502E1,-2.477998734E-1,5.865794048E-2,9.575610161E0
1.680278802E1,-2.418143749E-1,6.105214357E-2,9.573215485E0
1.681298002E1,-2.334346622E-1,5.386953801E-2,9.587580681E0
1.682281703E1,-2.454056740E-1,6.943184882E-2,9.575610161E0
1.683301603E1,-2.334346622E-1,5.865794048E-2,9.578003883E0
1.684280003E1,-2.382230759E-1,6.105214357E-2,9.583989143E0
1.685303802E1,-2.346317619E-1,5.386953801E-2,9.585186958E0
1.686282602E1,-2.406172752E-1,6.703764945E-2,9.570821762E0
1.687332602E1,-2.358288616E-1,7.062894851E-2,9.581595421E0
1.688292203E1,-2.501940727E-1,5.865794048E-2,9.580398560E0
1.689289603E1,-2.346317619E-1,6.344634295E-2,9.573215485E0
1.690301402E1,-2.346317619E-1,5.985504389E-2,9.574412346E0
1.691284502E1,-2.394201756E-1,5.865794048E-2,9.578003883E0
1.692294303E1,-2.346317619E-1,5.746084079E-2,9.580398560E0
1.693287202E1,-2.358288616E-1,5.985504389E-2,9.574412346E0
1.694297902E1,-2.430114746E-1,6.464344263E-2,9.573215485E0
1.695301202E1,-2.382230759E-1,5.985504389E-2,9.582792282E0
1.696281102E1,-2.430114746E-1,5.985504389E-2,9.581595421E0
1.697287102E1,-2.442085743E-1,5.746084079E-2,9.582792282E0
1.698278802E1,-2.525882721E-1,6.105214357E-2,9.580398560E0
1.699293502E1,-2.489969730E-1,6.224924326E-2,9.570821762E0
1.700301502E1,-2.406172752E-1,6.464344263E-2,9.579200745E0
1.701297502E1,-2.358288616E-1,6.344634295E-2,9.581595421E0
1.702282602E1,-2.442085743E-1,5.626374111E-2,9.573215485E0
1.703288702E1,-2.382230759E-1,6.224924326E-2,9.574412346E0
1.704289703E1,-2.334346622E-1,5.865794048E-2,9.579200745E0
1.705293202E1,-2.346317619E-1,6.344634295E-2,9.579200745E0
1.706284402E1,-2.466027737E-1,5.386953801E-2,9.574412346E0
1.707288903E1,-2.406172752E-1,5.506663769E-2,9.575610161E0
1.708285402E1,-2.394201756E-1,6.584054977E-2,9.572018623E0
1.709288502E1,-2.334346622E-1,6.224924326E-2,9.574412346E0
1.710303602E1,-2.334346622E-1,6.224924326E-2,9.579200745E0
1.711287603E1,-2.442085743E-1,5.746084079E-2,9.579200745E0
1.712281202E1,-2.322375625E-1,6.344634295E-2,9.574412346E0
1.713326102E1,-2.442085743E-1,6.105214357E-2,9.576807022E0
1.714293502E1,-2.430114746E-1,5.985504389E-2,9.581595421E0
1.715290302E1,-2.418143749E-1,5.985504389E-2,9.574412346E0
1.716282802E1,-2.430114746E-1,6.464344263E-2,9.578003883E0
1.717288702E1,-2.382230759E-1,6.105214357E-2,9.576807022E0
1.718285602E1,-2.430114746E-1,6.584054977E-2,9.575610161E0
1.719283402E1,-2.406172752E-1,6.703764945E-2,9.576807022E0
1.720297802E1,-2.394201756E-1,6.464344263E-2,9.572018623E0
1.721287902E1,-2.466027737E-1,5.626374111E-2,9.573215485E0
1.722281902E1,-2.454056740E-1,5.865794048E-2,9.579200745E0
1.723292003E1,-2.430114746E-1,6.464344263E-2,9.580398560E0
1.724282903E1,-2.442085743E-1,6.823474914E-2,9.586383820E0
1.725290802E1,-2.489969730E-1,6.224924326E-2,9.570821762E0
1.726278103E1,-2.442085743E-1,5.267243832E-2,9.578003883E0
1.727308102E1,-2.477998734E-1,5.865794048E-2,9.585186958E0
1.728284602E1,-2.346317619E-1,5.626374111E-2,9.576807022E0
1.729287303E1,-2.418143749E-1,5.865794048E-2,9.569623947E0
1.730292202E1,-2.442085743E-1,5.985504389E-2,9.579200745E0
1.731309103E1,-2.406172752E-1,6.224924326E-2,9.569623947E0
1.732294702E1,-2.466027737E-1,5.386953801E-2,9.581595421E0
1.733292502E1,-2.394201756E-1,5.865794048E-2,9.586383820E0
1.734280902E1,-2.382230759E-1,5.626374111E-2,9.573215485E0
1.735285302E1,-2.454056740E-1,6.703764945E-2,9.573215485E0
1.736278202E1,-2.406172752E-1,6.224924326E-2,9.575610161E0
1.737275102E1,-2.298433632E-1,6.464344263E-2,9.579200745E0
1.738289202E1,-2.382230759E-1,6.584054977E-2,9.572018623E0
1.739287503E1,-2.406172752E-1,5.386953801E-2,9.578003883E0
1.740277303E1,-2.382230759E-1,5.865794048E-2,9.578003883E0
1.741273403E1,-2.358288616E-1,5.865794048E-2,9.574412346E0
1.742280602E1,-2.358288616E-1,5.865794048E-2,9.570821762E0
1.743293702E1,-2.370259613E-1,6.584054977E-2,9.578003883E0
1.744279503E1,-2.430114746E-1,6.224924326E-2,9.586383820E0
1.745283302E1,-2.454056740E-1,6.344634295E-2,9.586383820E0
1.746289903E1,-2.370259613E-1,5.865794048E-2,9.588777542E0
1.747296802E1,-2.382230759E-1,5.985504389E-2,9.570821762E0
1.748282703E1,-2.406172752E-1,5.985504389E-2,9.576807022E0
1.749285603E1,-2.394201756E-1,6.105214357E-2,9.579200745E0
1.750287802E1,-2.370259613E-1,5.865794048E-2,9.578003883E0
1.751287502E1,-2.394201756E-1,5.865794048E-2,9.576807022E0
1.752276302E1,-2.501940727E-1,5.506663769E-2,9.582792282E0
1.753291902E1,-2.430114746E-1,6.703764945E-2,9.576807022E0
1.754290403E1,-2.334346622E-1,5.865794048E-2,9.582792282E0
1.755289002E1,-2.382230759E-1,6.584054977E-2,9.575610161E0
1.756284603E1,-2.430114746E-1,5.506663769E-2,9.585186958E0
1.757289402E1,-2.454056740E-1,5.985504389E-2,9.585186958E0
1.758281602E1,-2.394201756E-1,6.703764945E-2,9.581595421E0
1.759291802E1,-2.358288616E-1,6.823474914E-2,9.585186958E0
1.760280802E1,-2.358288616E-1,5.147533491E-2,9.573215485E0
1.761290602E1,-2.370259613E-1,6.105214357E-2,9.576807022E0
1.762275302E1,-2.418143749E-1,6.105214357E-2,9.572018623E0
1.763287703E1,-2.430114746E-1,5.985504389E-2,9.580398560E0
1.764289802E1,-2.442085743E-1,5.506663769E-2,9.589975357E0
1.765286303E1,-2.382230759E-1,5.506663769E-2,9.580398560E0
1.766278302E1,-2.358288616E-1,6.224924326E-2,9.580398560E0
1.767294902E1,-2.501940727E-1,5.506663769E-2,9.578003883E0
1.768283602E1,-2.430114746E-1,6.464344263E-2,9.579200745E0
1.769273502E1,-2.394201756E-1,6.224924326E-2,9.579200745E0
1.770281502E1,-2.394201756E-1,5.506663769E-2,9.582792282E0
1.771290903E1,-2.394201756E-1,5.985504389E-2,9.569623947E0
1.772287202E1,-2.406172752E-1,5.746084079E-2,9.581595421E0
1.773284902E1,-2.346317619E-1,6.464344263E-2,9.575610161E0
1.774297502E1,-2.298433632E-1,7.182604820E-2,9.578003883E0
1.775287402E1,-2.466027737E-1,6.823474914E-2,9.575610161E0
1.776275303E1,-2.370259613E-1,5.746084079E-2,9.582792282E0
1.777285503E1,-2.382230759E-1,5.626374111E-2,9.576807022E0
1.778297803E1,-2.382230759E-1,5.386953801E-2,9.578003883E0
1.779285002E1,-2.310404629E-1,6.344634295E-2,9.575610161E0
1.780275602E1,-2.358288616E-1,6.823474914E-2,9.579200745E0
1.781273903E1,-2.298433632E-1,6.584054977E-2,9.576807022E0
1.782312502E1,-2.346317619E-1,5.506663769E-2,9.582792282E0
1.783315802E1,-2.370259613E-1,5.506663769E-2,9.576807022E0
1.784278402E1,-2.370259613E-1,5.746084079E-2,9.575610161E0
1.785288902E1,-2.370259613E-1,5.746084079E-2,9.576807022E0
1.786275602E1,-2.394201756E-1,5.386953801E-2,9.582792282E0
1.787287902E1,-2.406172752E-1,6.105214357E-2,9.581595421E0
1.788275702E1,-2.370259613E-1,5.626374111E-2,9.580398560E0
1.789302602E1,-2.370259613E-1,5.386953801E-2,9.578003883E0
1.790272203E1,-2.370259613E-1,5.865794048E-2,9.581595421E0
1.791287802E1,-2.394201756E-1,6.224924326E-2,9.579200745E0
1.792290503E1,-2.382230759E-1,5.506663769E-2,9.575610161E0
1.793284103E1,-2.358288616E-1,5.985504389E-2,9.574412346E0
1.794273902E1,-2.334346622E-1,6.823474914E-2,9.578003883E0
1.795290502E1,-2.430114746E-1,5.626374111E-2,9.578003883E0
1.796282502E1,-2.418143749E-1,5.626374111E-2,9.589975357E0
1.797285402E1,-2.406172752E-1,4.668693244E-2,9.574412346E0
1.798502302E1,-2.382230759E-1,6.105214357E-2,9.575610161E0
1.800291602E1,-2.394201756E-1,5.626374111E-2,9.578003883E0
1.801297002E1,-2.430114746E-1,5.865794048E-2,9.585186958E0
1.802291803E1,-2.370259613E-1,5.386953801E-2,9.580398560E0
1.803292303E1,-2.358288616E-1,6.344634295E-2,9.576807022E0
1.804282503E1,-2.418143749E-1,5.985504389E-2,9.581595421E0
1.805286002E1,-2.370259613E-1,5.386953801E-2,9.578003883E0
1.806281202E1,-2.394201756E-1,6.703764945E-2,9.578003883E0
1.807290003E1,-2.394201756E-1,5.626374111E-2,9.579200745E0
1.808300903E1,-2.430114746E-1,5.746084079E-2,9.578003883E0
1.809586102E1,-2.406172752E-1,6.224924326E-2,9.582792282E0
1.811309202E1,-2.346317619E-1,5.147533491E-2,9.574412346E0
1.812275202E1,-2.358288616E-1,6.344634295E-2,9.580398560E0
1.813282902E1,-2.489969730E-1,5.386953801E-2,9.572018623E0
1.814273902E1,-2.454056740E-1,5.865794048E-2,9.582792282E0
1.815299902E1,-2.442085743E-1,5.386953801E-2,9.574412346E0
1.816285602E1,-2.466027737E-1,6.703764945E-2,9.587580681E0
1.817288902E1,-2.394201756E-1,5.626374111E-2,9.580398560E0
1.818280202E1,-2.346317619E-1,6.823474914E-2,9.582792282E0
1.819287002E1,-2.346317619E-1,6.464344263E-2,9.570821762E0
1.820291202E1,-2.394201756E-1,6.464344263E-2,9.579200745E0
1.821285803E1,-2.406172752E-1,6.224924326E-2,9.575610161E0
1.822274802E1,-2.334346622E-1,6.584054977E-2,9.581595421E0
1.823287002E1,-2.430114746E-1,5.506663769E-2,9.576807022E0
1.824281503E1,-2.406172752E-1,5.985504389E-2,9.576807022E0
1.825282302E1,-2.382230759E-1,6.584054977E-2,9.580398560E0
1.826276902E1,-2.430114746E-1,7.062894851E-2,9.579200745E0
1.827302002E1,-2.454056740E-1,6.344634295E-2,9.585186958E0
1.828288402E1,-2.406172752E-1,5.506663769E-2,9.578003883E0
1.829308403E1,-2.394201756E-1,6.105214357E-2,9.583989143E0
1.830281603E1,-2.430114746E-1,5.746084079E-2,9.576807022E0
1.831288302E1,-2.430114746E-1,5.386953801E-2,9.574412346E0
1.832291003E1,-2.394201756E-1,5.985504389E-2,9.581595421E0
1.833289602E1,-2.394201756E-1,5.506663769E-2,9.576807022E0
1.834279202E1,-2.430114746E-1,5.626374111E-2,9.585186958E0
1.835275402E1,-2.298433632E-1,5.865794048E-2,9.586383820E0
1.836281302E1,-2.430114746E-1,5.027823523E-2,9.570821762E0
1.837287202E1,-2.334346622E-1,6.105214357E-2,9.582792282E0
1.838285802E1,-2.382230759E-1,5.506663769E-2,9.574412346E0
1.839275202E1,-2.442085743E-1,5.985504389E-2,9.579200745E0
1.840282402E1,-2.382230759E-1,6.823474914E-2,9.579200745E0
1.841286602E1,-2.430114746E-1,5.746084079E-2,9.564835548E0
1.842301102E1,-2.346317619E-1,5.865794048E-2,9.569623947E0
1.843284803E1,-2.466027737E-1,5.985504389E-2,9.578003883E0
1.844296202E1,-2.250549644E-1,5.985504389E-2,9.581595421E0
1.845289602E1,-2.370259613E-1,5.746084079E-2,9.580398560E0
1.846283102E1,-2.346317619E-1,5.746084079E-2,9.582792282E0
1.847286303E1,-2.382230759E-1,5.267243832E-2,9.582792282E0
1.848284202E1,-2.334346622E-1,6.105214357E-2,9.576807022E0
1.849285802E1,-2.382230759E-1,5.027823523E-2,9.582792282E0
1.850279702E1,-2.334346622E-1,5.506663769E-2,9.569623947E0
1.851287202E1,-2.286462635E-1,6.224924326E-2,9.572018623E0
1.852280102E1,-2.489969730E-1,6.823474914E-2,9.578003883E0
1.853275602E1,-2.430114746E-1,5.267243832E-2,9.583989143E0
1.854284802E1,-2.370259613E-1,6.703764945E-2,9.582792282E0
1.855273602E1,-2.298433632E-1,5.147533491E-2,9.578003883E0
1.856289302E1,-2.442085743E-1,5.865794048E-2,9.576807022E0
1.857293002E1,-2.394201756E-1,6.344634295E-2,9.575610161E0
1.858292402E1,-2.406172752E-1,6.584054977E-2,9.585186958E0
1.859289202E1,-2.406172752E-1,5.626374111E-2,9.574412346E0
1.860292303E1,-2.394201756E-1,5.746084079E-2,9.585186958E0
1.861302103E1,-2.310404629E-1,4.788403213E-2,9.580398560E0
1.862282502E1,-2.334346622E-1,6.703764945E-2,9.575610161E0
1.863286502E1,-2.477998734E-1,5.865794048E-2,9.567230225E0
1.864279702E1,-2.394201756E-1,6.224924326E-2,9.576807022E0
1.865295602E1,-2.442085743E-1,5.985504389E-2,9.580398560E0
1.866285602E1,-2.334346622E-1,6.464344263E-2,9.586383820E0
1.867300203E1,-2.322375625E-1,6.224924326E-2,9.579200745E0
1.868288402E1,-2.382230759E-1,5.746084079E-2,9.574412346E0
1.869289002E1,-2.394201756E-1,5.626374111E-2,9.570821762E0
1.870292103E1,-2.466027737E-1,5.746084079E-2,9.575610161E0
1.871312102E1,-2.466027737E-1,5.865794048E-2,9.572018623E0
1.872275002E1,-2.382230759E-1,5.865794048E-2,9.576807022E0
1.873286902E1,-2.382230759E-1,5.626374111E-2,9.587580681E0
1.874283502E1,-2.466027737E-1,5.746084079E-2,9.579200745E0
1.875283702E1,-2.382230759E-1,6.584054977E-2,9.578003883E0
1.876286602E1,-2.298433632E-1,6.584054977E-2,9.573215485E0
1.877285302E1,-2.454056740E-1,6.344634295E-2,9.585186958E0
1.878320303E1,-2.370259613E-1,6.105214357E-2,9.576807022E0
1.879284203E1,-2.442085743E-1,5.985504389E-2,9.575610161E0
1.880293703E1,-2.525882721E-1,6.464344263E-2,9.578003883E0
1.881284303E1,-2.358288616E-1,6.105214357E-2,9.574412346E0
1.882282802E1,-2.418143749E-1,5.746084079E-2,9.569623947E0
1.883287703E1,-2.394201756E-1,6.224924326E-2,9.578003883E0
1.884297402E1,-2.394201756E-1,6.224924326E-2,9.572018623E0
1.885284402E1,-2.370259613E-1,6.105214357E-2,9.574412346E0
1.886279802E1,-2.454056740E-1,6.464344263E-2,9.582792282E0
1.887293202E1,-2.418143749E-1,5.865794048E-2,9.586383820E0
1.888282503E1,-2.346317619E-1,5.985504389E-2,9.570821762E0
1.889302502E1,-2.394201756E-1,5.865794048E-2,9.572018623E0
1.890284702E1,-2.382230759E-1,5.865794048E-2,9.573215485E0
1.891285602E1,-2.430114746E-1,5.626374111E-2,9.578003883E0
1.892278302E1,-2.394201756E-1,6.105214357E-2,9.585186958E0
1.893286603E1,-2.358288616E-1,6.105214357E-2,9.585186958E0
1.894280503E1,-2.406172752E-1,5.626374111E-2,9.574412346E0
1.895288402E1,-2.394201756E-1,5.386953801E-2,9.580398560E0
1.896683802E1,-2.394201756E-1,6.344634295E-2,9.579200745E0
1.898274302E1,-2.406172752E-1,6.105214357E-2,9.580398560E0
1.899275502E1,-2.477998734E-1,5.985504389E-2,9.583989143E0
1.900284103E1,-2.382230759E-1,5.985504389E-2,9.579200745E0
1.901283202E1,-2.442085743E-1,5.865794048E-2,9.583989143E0
1.902271102E1,-2.466027737E-1,6.584054977E-2,9.574412346E0
1.903281603E1,-2.394201756E-1,5.626374111E-2,9.579200745E0
1.904273803E1,-2.394201756E-1,5.506663769E-2,9.572018623E0
1.905294202E1,-2.382230759E-1,5.865794048E-2,9.580398560E0
1.906276202E1,-2.406172752E-1,6.703764945E-2,9.587580681E0
1.907272003E1,-2.370259613E-1,5.506663769E-2,9.585186958E0
1.908300903E1,-2.430114746E-1,6.344634295E-2,9.586383820E0
1.909295702E1,-2.346317619E-1,5.865794048E-2,9.579200745E0
1.910272402E1,-2.358288616E-1,6.224924326E-2,9.576807022E0
1.911283803E1,-2.346317619E-1,5.865794048E-2,9.581595421E0
1.912277302E1,-2.418143749E-1,5.267243832E-2,9.579200745E0
1.913286802E1,-2.334346622E-1,5.626374111E-2,9.579200745E0
1.914270203E1,-2.430114746E-1,5.985504389E-2,9.576807022E0
1.915282302E1,-2.346317619E-1,6.224924326E-2,9.574412346E0
1.916356602E1,-2.358288616E-1,6.344634295E-2,9.579200745E0
1.917275003E1,-2.382230759E-1,5.626374111E-2,9.578003883E0
1.918277102E1,-2.382230759E-1,6.105214357E-2,9.583989143E0
1.919274502E1,-2.418143749E-1,6.943184882E-2,9.588777542E0
1.920277102E1,-2.370259613E-1,5.985504389E-2,9.576807022E0
1.921286602E1,-2.358288616E-1,6.105214357E-2,9.579200745E0
1.922273203E1,-2.406172752E-1,6.464344263E-2,9.576807022E0
1.923283302E1,-2.370259613E-1,5.985504389E-2,9.587580681E0
1.924279902E1,-2.406172752E-1,6.344634295E-2,9.574412346E0
1.925284602E1,-2.466027737E-1,5.985504389E-2,9.579200745E0
1.926278302E1,-2.454056740E-1,5.386953801E-2,9.578003883E0
1.927284903E1,-2.394201756E-1,6.943184882E-2,9.575610161E0
1.928285202E1,-2.358288616E-1,6.224924326E-2,9.581595421E0
1.929288902E1,-2.382230759E-1,5.267243832E-2,9.580398560E0
1.930283302E1,-2.346317619E-1,6.224924326E-2,9.580398560E0
1.931288703E1,-2.382230759E-1,5.985504389E-2,9.583989143E0
1.932283302E1,-2.394201756E-1,6.224924326E-2,9.575610161E0
1.933292603E1,-2.346317619E-1,6.464344263E-2,9.578003883E0
1.934277002E1,-2.322375625E-1,6.464344263E-2,9.574412346E0
1.935309203E1,-2.418143749E-1,5.746084079E-2,9.575610161E0
1.936286002E1,-2.430114746E-1,6.584054977E-2,9.568427086E0
1.937283003E1,-2.382230759E-1,6.344634295E-2,9.573215485E0
1.938281503E1,-2.370259613E-1,5.746084079E-2,9.580398560E0
1.939285803E1,-2.358288616E-1,4.908113554E-2,9.576807022E0
1.940279002E1,-2.358288616E-1,5.746084079E-2,9.578003883E0
1.941272303E1,-2.382230759E-1,5.626374111E-2,9.578003883E0
1.942271602E1,-2.406172752E-1,6.464344263E-2,9.583989143E0
1.943288003E1,-2.358288616E-1,5.267243832E-2,9.572018623E0
1.944278202E1,-2.442085743E-1,6.344634295E-2,9.578003883E0
1.945283302E1,-2.442085743E-1,5.506663769E-2,9.570821762E0
1.946271402E1,-2.346317619E-1,6.224924326E-2,9.587580681E0
1.947307202E1,-2.382230759E-1,6.464344263E-2,9.582792282E0
1.948287802E1,-2.322375625E-1,6.584054977E-2,9.574412346E0
1.949293402E1,-2.477998734E-1,5.267243832E-2,9.582792282E0
1.950278203E1,-2.430114746E-1,5.985504389E-2,9.574412346E0
1.951275802E1,-2.346317619E-1,5.386953801E-2,9.574412346E0
1.952283702E1,-2.394201756E-1,5.746084079E-2,9.581595421E0
1.953285902E1,-2.442085743E-1,5.985504389E-2,9.580398560E0
1.954285203E1,-2.406172752E-1,6.344634295E-2,9.582792282E0
1.955283802E1,-2.394201756E-1,5.985504389E-2,9.581595421E0
1.956280002E1,-2.370259613E-1,7.062894851E-2,9.570821762E0
1.957286402E1,-2.394201756E-1,5.147533491E-2,9.580398560E0
1.958278403E1,-2.322375625E-1,6.943184882E-2,9.580398560E0
1.959285503E1,-2.442085743E-1,5.985504389E-2,9.580398560E0
1.960281702E1,-2.430114746E-1,5.027823523E-2,9.581595421E0
1.961283103E1,-2.382230759E-1,5.267243832E-2,9.573215485E0
1.962281303E1,-2.430114746E-1,6.464344263E-2,9.581595421E0
1.963319902E1,-2.418143749E-1,6.584054977E-2,9.569623947E0
1.964284403E1,-2.334346622E-1,6.344634295E-2,9.575610161E0
1.965295303E1,-2.310404629E-1,5.386953801E-2,9.572018623E0
1.966282302E1,-2.370259613E-1,6.584054977E-2,9.574412346E0
1.967275202E1,-2.358288616E-1,5.386953801E-2,9.576807022E0
1.968278902E1,-2.334346622E-1,5.985504389E-2,9.572018623E0
1.969285403E1,-2.346317619E-1,5.865794048E-2,9.574412346E0
1.970277802E1,-2.370259613E-1,6.344634295E-2,9.581595421E0
1.971274502E1,-2.370259613E-1,6.224924326E-2,9.572018623E0
1.972314502E1,-2.418143749E-1,5.985504389E-2,9.575610161E0
